person_age,person_income,loan_amnt,loan_int_rate
24,69000,16000,11.89
21,20000,1000,14.26
23,26000,2000,10.36
22,26000,4000,9.25
21,26000,6000,5.79
25,23712,1000,11.49
24,24000,1000,17.99
21,24000,1000,10.99
22,24000,1000,12.84
21,24960,1000,13.98
26,25000,1000,14.65
22,25000,1000,15.95
26,26000,8500,16.45
21,26000,14500,14.61
24,26000,7000,7.74
22,28000,1000,16.29
25,28000,1000,7.51
22,26000,2000,7.4
22,28000,1000,10.25
24,28000,1000,12.53
23,28600,1000,7.9
22,29000,1000,7.29
22,26000,17000,12.84
26,29000,1000,7.74
24,30000,1000,7.51
21,30000,1000,10.99
23,26000,7000,14.93
22,26000,500,10.46
26,30000,1000,9.63
25,26004,10000,9.91
22,26004,5000,5.42
25,30035,1000,12.87
26,26004,6000,11.99
22,26004,5000,7.49
25,33000,1000,7.29
21,33388,1000,10.99
22,26004,12000,7.88
26,26004,10000,11.14
23,33600,1000,10.36
25,33600,1000,11.86
23,34000,1000,7.37
23,34800,1000,11.99
25,34800,1000,13.98
25,35000,1000,11.99
26,29000,1000,11.28
24,35100,1000,13.49
22,35100,1000,13.98
24,26400,6000,8.9
23,36000,1000,10.99
22,36000,1000,8.59
25,26400,7500,8.9
22,36000,1000,7.68
23,31000,1000,14.96
25,32000,1000,19.03
26,38000,1000,15.27
24,32000,1000,13.06
21,38400,1000,14.22
25,33600,1000,15.57
24,39996,1000,7.49
22,40000,1000,7.9
23,40000,1000,6.03
24,40000,1000,10.99
25,26400,5975,12.99
23,40000,1000,10.62
24,40000,1000,6.76
21,34500,1000,16.45
22,40800,1000,6.91
22,42000,1000,9.62
24,42000,1000,13.16
23,43000,1000,7.51
25,26400,4000,10.74
21,45000,1000,7.49
24,45000,1000,7.4
23,45000,1000,14.26
22,48000,1000,7.29
21,42000,1000,15.58
25,49000,1000,7.66
21,50000,1000,13.49
26,26400,8500,13.23
22,26400,4400,11.49
26,50400,1000,5.42
23,51000,1000,7.14
26,54000,1000,11.71
22,56000,1000,11.49
22,58000,1000,11.26
21,26400,4000,7.51
23,69000,1000,7.29
24,70399,1000,8.59
22,72000,1000,7.88
25,26453,7200,11.71
23,75000,1000,13.23
24,87000,1000,13.99
21,26500,6000,14.46
26,96000,1000,10.36
23,26500,6000,8.0
23,14400,1100,11.99
23,77000,1150,10.95
24,9960,1200,7.29
24,26650,1000,12.53
24,13000,1200,11.89
22,14400,1200,10.37
22,26796,3000,8.32
24,14400,1200,7.29
21,14400,1200,7.14
23,15600,1200,14.91
21,16200,1200,7.49
25,16800,1200,10.38
24,18000,1200,11.89
21,27000,9600,13.49
23,20400,1200,18.25
23,27000,6400,7.9
23,20400,1200,7.9
22,21600,1200,5.99
22,27000,4800,11.99
23,27000,1000,15.99
23,26400,1200,14.35
22,27600,1200,13.06
22,28000,1200,12.69
22,27000,10800,10.74
21,30000,1200,9.62
22,27000,7750,10.37
26,30000,1200,10.14
22,31200,1200,12.21
23,31500,1200,8.88
24,32400,1200,13.11
22,27000,6000,6.54
23,33000,1200,8.32
21,34000,1200,12.69
26,34000,1200,9.91
22,34560,1200,19.29
22,29004,1200,15.7
26,27000,3025,15.95
23,36000,1200,13.99
24,36000,1200,11.49
23,36000,1200,10.37
21,40000,1200,15.58
22,34000,1200,14.61
25,40000,1200,8.0
25,43000,1200,8.49
24,27000,9475,8.94
22,44664,1200,12.68
23,39000,1200,15.95
25,48000,1200,12.68
22,27000,5000,12.18
25,55000,1200,11.58
23,58000,1200,15.23
23,58700,1200,11.71
24,27000,7500,10.39
25,60000,1200,7.66
22,100000,1200,8.59
24,9600,1300,12.73
26,41000,1300,7.9
24,45000,1300,13.61
26,50000,1300,6.99
22,54000,1300,14.27
25,27048,8000,15.05
24,64000,1300,13.49
25,89000,1300,10.59
25,24000,1325,13.49
24,26000,1325,12.87
24,44400,1325,10.0
26,27138,2750,9.63
25,51500,1325,14.79
21,23004,1350,9.99
25,42000,1350,5.42
22,69600,1350,12.68
24,10000,1400,10.83
22,27302,3725,12.69
23,14650,1400,15.62
24,27360,8000,7.29
24,27442,5175,10.99
24,30000,1400,15.62
25,30000,1400,13.11
22,33000,1400,14.27
26,40000,1400,7.74
26,40044,1400,11.86
21,27568,3500,14.42
26,35652,1400,11.49
24,27600,2000,14.27
26,27600,2500,11.71
24,27600,7000,7.9
23,42000,1400,10.0
25,27600,11500,6.03
22,27600,8400,7.51
24,27600,6000,15.62
23,30000,1450,15.58
24,47000,1450,10.74
26,55560,1450,14.27
22,101000,1475,5.79
24,27000,1500,16.29
22,27040,1500,12.73
25,27996,1500,11.89
23,28000,1500,14.17
22,27600,9600,8.59
23,27600,1200,13.92
24,28596,1500,11.46
23,28800,1500,7.74
23,30000,1500,7.51
21,30000,1500,7.29
24,30000,1500,14.22
25,30000,1500,16.82
26,30000,1500,14.61
21,30000,1500,13.92
23,31000,1500,8.94
26,27983,6000,7.88
25,31200,1500,11.12
25,31500,1500,10.99
25,32000,1500,7.49
23,27996,4800,15.99
25,32000,1500,7.29
24,32000,1500,13.92
24,32304,1500,9.91
25,33000,1500,11.48
22,27996,5000,5.79
23,27996,4200,14.72
23,27996,9250,10.75
22,27996,3250,15.21
22,27996,5500,10.38
26,33600,1500,19.41
23,33996,1500,6.99
25,34942,1500,10.99
21,35000,1500,5.79
25,35000,1500,10.0
23,35000,1500,8.88
21,27996,10000,9.63
23,29004,1500,14.59
24,36000,1500,15.23
24,36000,1500,10.0
22,28000,12300,6.62
21,36000,1500,10.37
24,30996,1500,15.99
22,38000,1500,13.22
23,28000,9500,15.62
23,28000,2500,5.99
23,38000,1500,8.32
23,28000,7000,9.99
24,39000,1500,15.62
25,33996,1500,16.82
23,40000,1500,13.99
21,28000,1000,12.99
22,28000,10000,10.99
24,34000,1500,8.94
21,40000,1500,12.18
23,40000,1500,11.78
22,34980,1500,12.23
23,28000,8400,10.99
21,42000,1500,5.79
22,36000,1500,13.16
23,42000,1500,10.71
25,42769,1500,7.49
23,28000,4000,6.92
23,44400,1500,11.63
22,28000,8500,6.17
24,39000,1500,8.49
23,28000,5225,14.84
23,45000,1500,7.51
26,45000,1500,10.25
25,48000,1500,10.36
26,42000,1500,14.61
22,42500,1500,17.19
24,48720,1500,14.35
24,50000,1500,14.26
25,50500,1500,11.89
26,51996,1500,13.85
25,28000,12200,12.53
22,28000,10750,11.14
21,52000,1500,11.99
24,54000,1500,14.17
25,28000,5000,8.0
26,28000,4000,15.37
23,54000,1500,9.62
25,28000,4000,7.68
26,54000,1500,13.98
24,28000,9000,10.83
26,55400,1500,12.84
21,51000,1500,15.58
22,57160,1500,11.36
24,57996,1500,10.75
22,58000,1500,5.42
22,60000,1500,13.57
25,63000,1500,12.42
22,71000,1500,6.99
24,69764,1500,14.42
25,28176,1000,9.63
21,12000,1600,10.59
24,14400,1600,18.25
24,15120,1600,7.51
21,15360,1600,12.69
24,28500,3500,14.59
23,22800,1600,13.06
22,20000,1675,7.74
21,28500,4800,12.87
22,28500,8500,7.68
23,24960,1675,11.11
23,28800,1675,15.21
23,46300,1675,6.54
24,60000,1675,6.54
21,28596,2000,7.29
23,17688,1700,11.11
23,18600,1700,9.99
23,28644,10000,10.75
23,45000,1700,14.72
21,28692,3000,10.75
21,9600,1750,8.94
26,28800,6000,8.9
26,9840,1750,9.99
22,28800,8875,8.9
23,10000,1750,15.05
26,28800,5150,6.62
23,17000,1750,10.95
23,22800,1750,15.7
26,96000,1750,6.54
23,22800,1775,6.99
21,40000,1775,6.54
23,45000,1775,12.72
24,28800,1400,8.9
24,14400,1800,6.92
23,28800,5000,11.99
24,28800,6075,8.49
24,28800,3500,9.99
21,18000,1800,6.62
26,18000,1800,13.8
22,18000,1800,12.18
22,28800,10000,7.49
24,21000,1800,10.65
21,28800,5000,7.49
22,28800,10000,16.49
23,28800,6000,7.49
24,24000,1800,11.26
23,25000,1800,12.69
25,28000,1800,12.53
22,45000,1800,16.49
25,45000,1800,12.61
23,28800,3000,11.11
23,28800,8400,9.63
26,45000,1800,14.11
24,28800,6000,10.74
22,45336,1800,15.21
23,48000,1800,11.49
21,48000,1800,13.35
23,50960,1800,16.02
21,28800,5500,13.23
22,57000,1800,14.27
22,58000,1800,12.18
22,71004,1800,11.12
22,73000,1800,11.41
26,75000,1800,9.25
24,75000,1800,8.94
21,14400,1825,15.62
25,19200,1825,12.68
25,28800,6250,10.25
24,35000,1850,7.12
21,13200,1875,6.99
24,14400,1875,13.49
22,26500,1900,7.29
24,32000,1900,13.49
23,30000,1925,12.18
25,42000,1925,6.17
23,16800,1950,10.37
22,28880,2000,8.59
24,31200,1950,13.11
24,28900,5500,12.98
24,10000,2000,10.25
23,28989,10000,8.0
23,12000,2000,7.74
25,12000,2000,11.89
23,29000,11500,7.9
24,14400,2000,10.65
26,14400,2000,17.49
21,29000,4200,11.99
26,14400,2000,10.37
21,14400,2000,5.79
26,29000,7200,8.49
26,14400,2000,15.58
25,15000,2000,7.88
21,15600,2000,7.9
24,15915,2000,15.05
25,15996,2000,13.48
25,18000,2000,7.51
23,18000,2000,14.79
21,18000,2000,5.42
26,18000,2000,13.3
22,19176,2000,14.22
24,29000,20000,10.62
24,19200,2000,13.49
23,19200,2000,10.59
26,19200,2000,6.17
22,19728,2000,7.49
26,20004,2000,8.59
23,29004,6000,11.99
22,29004,5000,9.25
22,29004,2500,6.91
22,21000,2000,14.22
23,29004,2000,13.16
21,21600,2000,11.71
22,21600,2000,16.89
23,22000,2000,13.99
22,22000,2000,7.29
23,22004,2000,10.39
21,23040,2000,13.11
22,23587,2000,11.89
25,24000,2000,16.59
21,24000,2000,18.39
23,29120,6400,8.94
23,24000,2000,12.61
22,29124,8875,15.68
25,24000,2000,10.38
23,24000,2000,14.35
22,24000,2000,13.11
24,29200,2500,6.76
24,29232,11000,11.71
21,24000,2000,11.14
25,29328,10000,7.74
24,24000,2000,14.61
24,24000,2000,16.0
22,24432,2000,11.36
24,25000,2000,6.62
24,25200,2000,14.96
21,25500,2000,13.47
22,29553,6000,7.49
25,26000,2000,12.99
21,29664,5000,13.57
23,29666,3000,9.32
23,26496,2000,13.61
23,27600,2000,13.99
22,28800,2000,8.49
26,30000,2000,11.71
25,30000,2000,12.42
21,30000,2000,13.43
23,29952,4750,14.46
24,30000,2000,7.66
24,30000,2000,21.27
22,29996,5400,12.84
23,82000,15000,18.25
22,70550,15000,16.77
25,95000,15000,12.42
23,95000,15000,9.88
23,95000,15000,15.05
25,30000,5000,6.03
25,30000,6500,14.27
22,30000,8000,13.49
23,83600,15000,8.49
25,96000,15000,8.88
26,84000,15000,16.0
25,96000,15000,11.58
25,97440,15000,7.49
23,99000,15000,6.99
26,100000,15000,13.49
21,30000,7125,7.51
24,100000,15000,7.49
26,100000,15000,6.99
24,88000,15000,9.99
25,30000,3600,12.42
26,100000,15000,14.26
24,100000,15000,11.89
24,100896,15000,14.42
24,102000,15000,14.22
23,30000,5000,6.62
24,105000,15000,10.95
23,105504,15000,15.95
21,30000,2400,11.71
25,108820,15000,9.63
24,109000,15000,10.65
23,110000,15000,12.18
24,98000,15000,14.93
22,111000,15000,10.62
24,118300,15000,12.68
25,120000,15000,7.51
24,122000,15000,11.58
23,30000,4600,7.9
25,30000,8000,10.65
23,125000,15000,12.99
26,118000,15000,17.58
24,123000,15000,15.37
22,140000,15000,14.17
22,30000,10000,13.49
23,30000,3800,18.64
21,30000,15000,7.51
26,156000,15000,12.42
24,148000,15000,16.82
24,200004,15000,10.59
26,210000,15000,12.99
26,30000,6500,6.62
25,165000,14950,6.62
22,33996,14900,15.37
24,55000,14900,11.83
22,58900,14900,13.57
21,30000,7600,6.03
25,31500,14850,8.9
25,28800,14800,7.49
23,30000,1000,6.62
23,30000,4375,6.62
23,30000,1400,6.03
25,30000,2000,10.38
26,30000,2000,11.49
25,30000,2000,14.22
24,30000,2000,8.07
24,30972,2000,16.29
24,31200,2000,14.65
24,30000,17000,11.99
24,32000,2000,10.59
23,32000,2000,16.49
26,32000,2000,11.49
22,32000,2000,12.53
24,32640,2000,10.0
23,33000,2000,6.03
21,33000,2000,12.61
24,40000,2000,11.99
21,40000,2000,14.72
25,50450,2000,9.88
24,53000,2000,10.36
24,53117,2000,13.79
23,55000,2000,7.49
24,56496,2000,9.32
25,57000,2000,11.36
26,57450,2000,13.35
25,58020,2000,6.91
22,60000,2000,9.63
22,54000,2000,18.3
21,30000,9000,5.99
26,61000,2000,7.9
24,62000,2000,13.49
22,62000,2000,15.27
26,62400,2000,12.53
24,57996,2000,15.37
22,65000,2000,14.27
26,65000,2000,7.51
23,70000,2000,7.66
23,30000,1200,9.67
22,30000,6000,11.99
26,70000,2000,12.84
22,30000,3000,11.49
24,70000,2000,8.7
24,75000,2000,9.99
22,75000,2000,13.43
23,75000,2000,5.79
21,30000,3000,5.99
26,30000,2000,11.99
22,30000,3000,14.79
22,30000,13250,10.99
23,80000,2000,9.99
25,80000,2000,11.49
25,89100,2000,13.49
23,90000,2000,7.88
21,99996,2000,13.57
23,100000,2000,10.62
25,101424,2000,7.29
26,108000,2000,16.29
23,30000,3800,5.79
25,130000,2000,6.99
22,25000,2050,10.59
23,10000,2100,12.21
23,12000,2100,8.94
22,14400,2100,14.83
24,15000,2100,13.11
22,21600,2100,9.99
25,23000,2100,13.48
22,24000,2100,12.21
22,30000,2000,5.42
22,34560,2100,17.04
22,40000,2100,6.39
25,44400,2100,17.27
22,30000,2500,7.29
23,45000,2100,11.48
22,52800,2100,6.76
22,60000,2100,14.65
22,60000,2100,13.43
24,54000,2100,17.14
22,30000,7000,7.29
24,79050,2100,9.91
26,110000,2100,7.12
23,30000,10000,7.66
26,57600,2150,15.62
22,28800,14000,7.9
21,30000,14000,10.65
24,30000,14000,7.9
22,30000,14000,6.99
23,30000,14000,11.26
22,32000,14000,13.49
22,30000,2000,12.61
22,32000,14000,12.23
26,32400,14000,7.51
24,32500,14000,14.17
22,34000,14000,10.62
22,37000,14000,6.92
26,37000,14000,9.88
23,37148,14000,14.42
21,37947,14000,7.9
22,39000,14000,10.37
26,39900,14000,10.37
24,40000,14000,6.03
22,40000,14000,13.11
24,34000,14000,14.61
24,30000,10000,12.61
21,30000,2000,14.46
23,30000,1000,13.72
22,30000,5000,6.91
24,34400,14000,16.0
24,30000,15250,6.54
22,41340,14000,17.49
25,15000,2200,7.88
21,16200,2200,16.49
23,24000,2200,15.23
23,26004,2200,9.91
25,27500,2200,12.53
22,27996,2200,15.95
21,35360,2200,7.49
25,38400,2200,12.69
23,30000,12000,16.45
23,39000,2200,10.99
23,39270,2200,11.72
24,30000,4500,14.72
26,30000,5000,10.38
22,46080,2200,11.99
22,55000,2200,5.79
23,30000,8000,7.88
25,30000,9000,7.51
23,75000,2200,7.9
21,52500,2225,7.66
25,30000,6000,14.35
23,16000,2250,13.49
24,29140,2250,12.73
26,42000,2250,10.38
23,14000,2300,15.33
25,25920,2300,11.11
26,30000,2300,10.99
21,34416,2300,6.76
26,36400,2300,7.4
25,62400,2300,11.71
22,30000,5000,11.12
23,78000,2300,17.58
23,30000,5000,10.38
22,30000,5000,13.23
25,44400,2350,13.98
24,12000,2400,6.92
26,30000,4000,7.14
23,13000,2400,16.82
24,13288,2400,17.27
24,30000,5000,13.48
25,30000,4000,7.14
26,16428,2400,12.23
24,16800,2400,13.98
26,30000,15000,10.62
23,30000,4500,10.62
26,18000,2400,13.06
24,30000,2400,13.11
22,30000,3200,13.48
22,30000,13750,14.22
24,20000,2400,15.62
22,30000,5500,10.99
22,21600,2400,16.29
23,21600,2400,15.23
22,21996,2400,12.53
22,30000,1750,10.99
23,22790,2400,8.94
25,22800,2400,10.36
22,30000,5000,11.48
23,23000,2400,5.99
21,24000,2400,16.29
26,25000,2400,15.28
23,30000,3000,11.14
22,25000,2400,13.61
21,26000,2400,11.58
21,26400,2400,14.79
22,26400,2400,13.92
22,27259,2400,10.59
25,28000,2400,11.49
24,28800,2400,14.26
21,30000,2400,17.19
21,30000,2400,16.49
24,30000,2400,13.72
25,30720,2400,7.9
23,30000,6500,7.74
23,30720,2400,13.98
22,32000,2400,11.99
22,32400,2400,16.77
22,32995,2400,11.48
26,30000,15000,13.22
25,35000,2400,12.53
23,30000,12000,8.94
21,37800,2400,14.26
23,40000,2400,8.9
25,40000,2400,5.42
24,30000,6000,13.22
25,30000,11500,8.59
22,40000,2400,12.73
23,30000,1000,7.4
21,34000,2400,10.83
24,41300,2400,12.68
22,41600,2400,12.22
24,30000,6000,13.57
26,30000,3500,8.0
22,30000,5000,11.89
26,30000,4000,13.16
25,30000,8000,9.32
21,30000,4750,9.63
22,43000,2400,10.99
22,37080,2400,10.65
25,44000,2400,7.66
23,44004,2400,14.09
24,30000,1000,8.0
22,45000,2400,12.18
26,46000,2400,9.91
23,47000,2400,13.75
22,30000,6600,14.42
23,48000,2400,8.49
23,48000,2400,10.59
24,48000,2400,12.99
23,49800,2400,11.83
25,52000,2400,7.88
22,30000,6950,9.32
24,54000,2400,8.0
26,54500,2400,9.32
23,56000,2400,8.9
22,57500,2400,15.23
25,60000,2400,11.49
24,54000,2400,13.49
26,54000,2400,14.09
21,30000,14000,9.38
25,63000,2400,7.14
23,63300,2400,7.9
22,66000,2400,7.4
26,67000,2400,12.99
24,30000,5000,10.71
24,95000,2400,5.99
25,87999,2400,14.79
23,36000,2425,8.49
22,24000,2450,7.9
21,10800,2500,8.88
24,12600,2500,13.11
23,95000,13600,11.11
24,31000,13500,13.43
21,38000,13500,9.91
22,43000,13500,10.95
23,45312,13500,7.88
26,30200,9200,10.99
25,30200,15000,10.2
23,51000,13500,12.23
23,30280,5800,7.29
22,30288,6000,12.73
22,30288,5000,19.47
24,30300,5000,7.74
25,53000,13500,6.99
24,57000,13500,6.92
24,57772,13500,13.99
25,60000,13500,7.49
22,68000,13500,10.62
24,68000,13500,12.21
26,71000,13500,12.69
26,77508,13500,12.87
25,30576,10000,6.03
26,100000,13500,7.14
26,185000,13500,5.99
23,35000,13475,10.65
23,30652,6000,14.54
23,29000,13475,14.26
23,29000,13450,12.61
26,38000,13400,9.99
25,30720,2000,11.12
22,50000,13350,14.59
24,33000,13300,7.66
24,39875,13300,16.0
23,54000,13275,17.58
25,24000,13250,10.37
23,30873,4200,10.99
22,30000,13250,16.4
26,37500,13250,13.49
23,38400,13250,10.99
26,40000,13250,11.71
26,35000,13225,13.49
22,40000,13225,16.77
23,30996,5000,11.86
22,31500,13200,11.71
25,46596,13200,12.53
24,60000,13200,6.62
22,60000,13200,8.49
26,31000,15000,7.9
26,54000,13200,14.91
21,31000,6000,7.51
24,72000,13200,7.29
23,75000,13200,6.17
25,76000,13200,12.23
21,31000,7500,5.42
26,80952,13200,16.77
24,71040,13100,7.49
24,31000,5000,5.42
25,31000,6000,7.66
21,24000,13000,15.7
24,31000,8000,5.42
21,24000,13000,12.87
24,31000,9000,14.84
25,31000,10000,10.38
26,28000,13000,16.29
25,28000,13000,7.9
26,28800,13000,14.46
25,31000,12250,11.36
22,30000,13000,13.11
21,31200,13000,13.11
26,33800,13000,13.57
26,34000,13000,9.63
25,35000,13000,13.22
24,36000,13000,17.27
22,31000,5000,13.79
24,36000,13000,7.29
26,31000,4000,10.33
22,31000,3000,12.54
23,30000,13000,13.57
22,36000,13000,11.14
24,37000,13000,10.25
23,31164,4500,6.62
23,38400,13000,11.71
25,38400,13000,10.74
26,31200,9250,7.9
22,39000,13000,11.83
25,40000,13000,10.99
24,40000,13000,14.26
25,31200,2400,17.58
21,40800,13000,13.57
22,31200,3200,10.99
26,36000,13000,5.99
21,42000,13000,15.31
22,43000,13000,12.87
22,37200,13000,16.0
23,44000,13000,13.47
23,44100,13000,8.9
23,31200,7550,9.99
24,46000,13000,10.99
25,31200,11200,5.42
25,31200,6000,5.79
22,48000,13000,9.99
26,48000,13000,11.26
23,49000,13000,6.17
23,44000,13000,16.29
22,20640,2500,12.68
26,31200,8400,7.51
25,21600,2500,5.99
22,21996,2500,11.89
21,22000,2500,7.14
22,31200,1050,7.51
23,22000,2500,7.51
24,22000,2500,9.76
21,22200,2500,16.29
26,22406,2500,6.76
23,24000,2500,11.71
21,31200,1000,14.59
24,24000,2500,10.74
24,31200,10000,12.18
22,31200,3500,7.74
22,24960,2500,7.51
24,31200,6700,14.26
25,24996,2500,12.98
22,24996,2500,10.99
23,25000,2500,6.91
24,25000,2500,13.48
22,25000,2500,11.14
21,26940,2500,5.42
26,27000,2500,13.61
25,27024,2500,16.69
26,27200,2500,13.49
22,31500,14000,8.9
21,28200,2500,16.77
24,28500,2500,11.36
24,29000,2500,10.99
25,29000,2500,12.84
23,30000,2500,9.88
22,31500,4500,9.88
24,31000,2500,14.54
26,31200,2500,10.37
23,31577,2500,6.92
21,32000,2500,7.4
25,33000,2500,10.59
23,33448,2500,11.66
23,33500,2500,15.68
21,34368,2500,12.87
21,31776,6000,8.9
23,34800,2500,6.39
26,35000,2500,8.9
23,35000,2500,7.51
22,30000,2500,8.49
21,30000,2500,7.14
22,30000,2500,13.16
26,37000,2500,7.14
25,32000,2500,16.45
25,38060,2500,12.53
23,39200,2500,7.74
23,32000,10000,11.71
24,40000,2500,15.27
25,40000,2500,9.99
25,32000,5600,7.9
22,34000,2500,13.57
22,35500,2500,15.62
24,36000,2500,16.77
21,42000,2500,9.99
22,32000,1700,7.9
23,42000,2500,11.49
23,42000,2500,13.61
22,42000,2500,13.92
25,36228,2500,7.66
21,32000,2500,11.71
26,43000,2500,13.49
22,37000,2500,17.49
25,45000,2500,12.69
24,32000,6000,5.42
23,32000,2000,5.99
22,45000,2500,14.35
26,46000,2500,8.49
26,46500,2500,14.72
26,47004,2500,15.65
22,32000,6000,8.49
24,48000,2500,13.35
22,49500,2500,14.27
26,32000,4900,5.99
22,45630,2500,18.64
26,52000,2500,14.82
24,46180,2500,13.98
25,54000,2500,13.98
23,54000,2500,16.32
25,32000,15000,11.11
22,54996,2500,14.35
26,48996,2500,14.59
25,55000,2500,7.88
24,57600,2500,14.72
25,32000,3250,10.74
23,59000,2500,14.96
25,60000,2500,8.63
23,61000,2500,7.49
26,32000,4800,12.61
25,32000,6250,11.49
23,63000,2500,14.72
26,64000,2500,10.99
25,65004,2500,10.08
24,69996,2500,12.53
24,32000,3000,10.75
22,54400,2500,16.49
24,32000,4500,6.76
24,64000,2500,11.14
24,70082,2500,12.61
24,79800,2500,9.62
26,82400,2500,13.92
26,85000,2500,8.59
23,92500,2500,10.74
24,32000,12250,8.94
23,112995,2500,7.37
26,121000,2500,7.66
26,200004,2500,13.61
23,10560,2800,9.99
23,13000,2800,15.21
25,13380,2800,14.61
22,14400,2800,6.54
22,32000,6950,7.74
21,14800,2800,8.0
26,15000,2800,15.31
23,32000,1200,7.68
21,15600,2800,7.4
23,32000,15000,11.58
25,20800,2800,15.21
21,32000,4500,16.0
24,21168,2800,14.22
22,23000,2800,21.74
23,24000,2800,11.49
25,32000,8000,13.16
21,32000,4200,11.58
25,32000,2500,7.68
23,26500,2800,12.29
22,27000,2800,7.51
22,32000,1200,9.96
23,32000,2500,12.8
23,28800,2800,10.38
22,29376,2800,7.43
22,19200,2850,15.27
25,32004,22750,6.17
24,45000,2850,11.86
23,32004,9250,17.19
22,90000,2850,5.99
23,28000,2875,15.23
25,36800,2875,11.28
22,32004,10000,7.51
26,66000,2875,7.49
24,32004,14000,12.73
21,19000,2900,8.0
26,31200,2900,9.91
25,50000,2900,8.0
22,27000,2925,10.71
22,32004,10000,10.83
22,32004,6600,9.07
22,25000,2975,9.96
21,49800,2975,7.9
22,32112,15000,13.98
24,10000,3000,7.9
23,32198,1000,10.95
21,12000,3000,8.9
21,12000,3000,7.88
21,32268,8000,8.0
23,14000,3000,7.74
21,14400,3000,13.43
22,32352,1000,15.27
21,14400,3000,9.63
23,32388,6000,10.71
22,15000,3000,9.91
22,15000,3000,7.51
22,32400,4200,10.99
25,32400,10000,13.99
25,32400,4800,7.29
22,32400,3625,6.92
21,32400,10000,5.42
22,16320,3000,13.92
25,17400,3000,11.83
23,17520,3000,10.37
21,17916,3000,6.0
23,18000,3000,11.71
21,18000,3000,7.9
21,32400,5000,16.0
24,18000,3000,15.27
23,18000,3000,15.99
22,18000,3000,13.99
26,32450,3250,6.99
22,18000,3000,10.59
23,18000,3000,13.06
22,18000,3000,11.86
25,32500,12500,7.9
21,18008,3000,9.7
22,32500,2500,6.99
21,18864,3000,10.99
22,32500,14500,11.99
22,19000,3000,13.06
23,19200,3000,12.99
23,19200,3000,9.99
24,32500,6600,12.73
26,32500,3000,13.22
26,32500,3500,8.59
21,19200,3000,10.99
22,20000,3000,13.11
21,20004,3000,10.37
23,20800,3000,11.46
25,32760,6000,10.59
26,21000,3000,10.59
23,21000,3000,12.68
22,21600,3000,13.49
21,32900,3000,9.99
22,32968,16500,8.9
24,22000,3000,10.33
22,22800,3000,6.62
22,23000,3000,5.79
24,23000,3000,8.0
22,33000,12000,9.91
24,30000,3000,6.03
24,30000,3000,19.29
24,30000,3000,7.49
22,33000,8875,10.65
23,30000,3000,7.49
24,30000,3000,10.37
23,30000,3000,5.79
25,30000,3000,12.98
23,30000,3000,15.2
21,30000,3000,9.62
25,30000,3000,13.61
22,30000,3000,11.12
21,30000,3000,16.32
24,30000,3000,11.86
24,30000,3000,13.98
